ss,article,name,value,score
ss_304379,Footwear,sandals,flat_sandals,0.1953752
ss_304379,Footwear,shoe_decoration,pearl_decoration,0.1257562
ss_304400,Dress,sleeve_length,sleeveless,0.9999938
ss_304400,Dress,category,apparel,0.9990195
ss_304400,Dress,lower_body_length,thigh_length,0.9964521
ss_304400,Dress,apparel,full_body_garment,0.9881569
ss_304400,Dress,full_body_garment,dress,0.9775482
ss_304400,Dress,dress_type,cocktail_dress,0.9339250
ss_304400,Dress,sleeve_style,shoulder_strap,0.9318135
ss_304400,Dress,product_color,beige,0.6582208
ss_304400,Dress,dress_skirt_shape,a_line,0.4301818
ss_304400,Dress,product_pattern,floral,0.3475152
ss_304400,Dress,neckline,v_neck,0.2602190
ss_304400,Bags,category,bag,0.9975839
ss_304400,Bags,bag,clutch_wallet,0.9801147
ss_304400,Bags,product_pattern,floral,0.9519767
ss_304400,Bags,clutch_wallet,clutch_purse,0.9316843
ss_304400,Bags,product_color,multi,0.6093661
ss_304400,Footwear,category,footwear,0.9955249
ss_304400,Footwear,heel_type,chunky,0.9696507
ss_304400,Footwear,footwear,sandals,0.9404751
ss_304400,Footwear,sandals,heeled_sandals,0.9201564
ss_304400,Footwear,heel_height,mid,0.7965808
ss_304400,Footwear,product_pattern,solid,0.6354050
ss_304400,Footwear,shoe_decoration,ruffle_decoration,0.4775629
ss_304400,Footwear,product_color,pink,0.4406861
ss_304400,Footwear,sandal_type,ankle_strap_sandals,0.2606739
ss_288077,Dress,sleeve_length,sleeveless,0.9999285
ss_288077,Dress,lower_body_length,thigh_length,0.9935913
ss_288077,Dress,category,apparel,0.9907829
ss_288077,Dress,product_color,silver,0.9450728
ss_288077,Dress,apparel,full_body_garment,0.8911939
ss_288077,Dress,dress_type,mini_dress,0.8318316
ss_288077,Dress,full_body_garment,dress,0.8041175
ss_288077,Dress,neckline,round_neck,0.6669716
ss_288077,Dress,dress_skirt_shape,pencil,0.5340456
ss_288077,Dress,product_pattern,other,0.2920991
ss_288077,Footwear,category,footwear,0.9677767
ss_288077,Footwear,footwear,sandals,0.9403242
ss_288077,Footwear,sandals,heeled_sandals,0.7133985
ss_288077,Footwear,sandal_type,mule_sandals,0.5631315
ss_288077,Footwear,product_pattern,ombre,0.4175606
ss_288077,Footwear,heel_type,wedge,0.4164232
ss_288077,Footwear,heel_height,mid,0.3098989
ss_288077,Footwear,product_color,black,0.2036482
ss_304377,Dress,sleeve_length,sleeveless,0.9998966
ss_304377,Dress,category,apparel,0.9988027
ss_304377,Dress,lower_body_length,knee_length,0.9943528
ss_304377,Dress,apparel,full_body_garment,0.9846054
ss_304377,Dress,full_body_garment,dress,0.9786536
ss_304377,Dress,dress_type,cocktail_dress,0.8379689
ss_304377,Dress,product_color,white,0.7911609
ss_304377,Dress,dress_skirt_shape,pencil,0.7820660
ss_304377,Dress,neckline,round_neck,0.6252519
ss_304377,Dress,product_pattern,lace,0.5435334
ss_304377,Footwear,category,footwear,0.9753097
ss_304377,Footwear,footwear,sandals,0.9500993
ss_304377,Footwear,product_color,multi,0.6591031
ss_304377,Footwear,product_pattern,solid,0.6477640
ss_304377,Footwear,heel_type,other,0.6299279
ss_304377,Footwear,sandals,flat_sandals,0.4835869
ss_304377,Footwear,heel_height,flat,0.4824468
ss_304377,Footwear,sandal_type,other,0.3134799
ss_304377,Footwear,shoe_decoration,flower_decoration,0.1697090
ss_298109,Outerwear,category,apparel,0.9815192
ss_298109,Outerwear,product_pattern,plaid,0.4047069
ss_298109,Outerwear,apparel,innerwear_nightwear,0.3878115
ss_298109,Outerwear,innerwear_nightwear,pajamas,0.3706183
ss_298109,Outerwear,product_color,blue,0.2449690
ss_298109,Footwear,shoe_closure,lace,0.9371091
ss_298109,Footwear,product_color,white,0.8510068
ss_298109,Footwear,category,footwear,0.8496356
ss_298109,Footwear,footwear,sneakers,0.5059724
ss_298109,Footwear,sneakers,lifestyle_sneakers,0.4355124
ss_298109,Footwear,product_pattern,solid,0.4104396
ss_271356,Dress,sleeve_length,sleeveless,0.9999281
ss_271356,Dress,lower_body_length,thigh_length,0.9995449
ss_271356,Dress,category,apparel,0.9762567
ss_271356,Dress,product_pattern,solid,0.9256815
ss_271356,Dress,product_color,white,0.9029999
ss_271356,Dress,apparel,full_body_garment,0.7857127
ss_271356,Dress,full_body_garment,dress,0.7565616
ss_271356,Dress,dress_type,mini_dress,0.7074603
ss_271356,Dress,neckline,zip_neck,0.4721600
ss_271356,Dress,dress_skirt_shape,pencil,0.3184757
ss_271356,Footwear,category,footwear,0.9978435
ss_271356,Footwear,footwear,sandals,0.9961413
ss_271356,Footwear,sandals,flat_sandals,0.8917273
ss_271356,Footwear,product_pattern,solid,0.7517873
ss_271356,Footwear,heel_height,flat,0.5820693
ss_271356,Footwear,sandal_type,ankle_strap_sandals,0.5527694
ss_271356,Footwear,heel_type,other,0.4724993
ss_271356,Footwear,product_color,beige,0.4133950
ss_266404,Dress,lower_body_length,calf_length,0.9968156
ss_266404,Dress,sleeve_length,sleeveless,0.9816293
ss_266404,Dress,category,apparel,0.9732452
ss_266404,Dress,dress_type,bodycon_dress,0.9050827
ss_266404,Dress,dress_skirt_shape,pencil,0.8995896
ss_266404,Dress,product_color,silver,0.8903108
ss_266404,Dress,apparel,full_body_garment,0.6714280
ss_266404,Dress,full_body_garment,dress,0.6456008
ss_266404,Dress,neckline,round_neck,0.4528081
ss_266404,Dress,product_pattern,stripes,0.3623687
ss_266404,Dress,sleeve_style,shoulder_strap,0.3588932
ss_266404,Sunglasses,category,accessory,0.9383396
ss_266404,Sunglasses,accessory,eyewear,0.9308832
ss_266404,Footwear,toe_type,closed_toe,0.9930252
ss_266404,Footwear,category,footwear,0.9881570
ss_266404,Footwear,heel_height,flat,0.9065914
ss_266404,Footwear,heel_type,other,0.8724736
ss_266404,Footwear,toe_shape,round,0.7053435
ss_266404,Footwear,product_pattern,solid,0.7033290
ss_266404,Footwear,footwear,shoes,0.5174801
ss_266404,Footwear,shoes,flat_shoes,0.4626372
ss_266404,Footwear,shoe_closure,lace,0.3316990
ss_266404,Footwear,product_color,black,0.2186967
ss_266404,Footwear,shoe_type,oxford_shoes,0.2145539
